

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
100.789  000.058  000.058: sourcing /opt/homebrew/Cellar/neovim/0.9.0/share/nvim/runtime/ftplugin/c.vim
101.975  000.047  000.047: sourcing /opt/homebrew/Cellar/neovim/0.9.0/share/nvim/runtime/ftplugin/c.lua
102.382  000.014  000.014: sourcing /opt/homebrew/Cellar/neovim/0.9.0/share/nvim/runtime/indent/c.vim
102.544  000.073  000.073: require('luasnip.loaders.from_lua')
102.615  000.055  000.055: require('luasnip.loaders.from_snipmate')
102.668  000.048  000.048: require('luasnip.loaders.from_vscode')
108.474  000.038  000.038: require('vim.fs')
108.663  000.147  000.147: require('null-ls.rpc')
110.182  000.123  000.123: require('vim.uri')
231.813  000.110  000.110: require('editorconfig')
232.066  134.065: opening buffers
233.259  001.193: BufEnter autocommands
233.261  000.003: editing files in windows
233.571  000.075  000.075: require('which-key.plugins')
233.628  000.053  000.053: require('which-key.plugins.marks')
233.688  000.057  000.057: require('which-key.mappings')
234.146  000.098  000.098: require('which-key.plugins.registers')
234.323  000.074  000.074: require('which-key.plugins.presets')
234.381  000.056  000.056: require('which-key.plugins.presets.misc')
234.517  000.062  000.062: require('which-key.plugins.spelling')
234.609  000.046  000.046: require('which-key.colors')
238.495  004.714: VimEnter autocommands
238.527  000.031: UIEnter autocommands
238.528  000.001: before starting main loop
243.389  004.861: first screen update
243.391  000.002: --- NVIM STARTED ---


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.008  000.008: --- NVIM STARTING ---
000.097  000.089: event init
000.263  000.165: early init
002.317  002.054: locale set
002.375  000.059: init first window
002.810  000.435: inits 1
002.824  000.014: window checked
004.181  001.357: parsing arguments
004.659  000.050  000.050: require('vim.shared')
004.779  000.046  000.046: require('vim._meta')
004.781  000.118  000.072: require('vim._editor')
004.782  000.235  000.068: require('vim._init_packages')
004.785  000.368: init lua interpreter
005.164  000.379: expanding arguments
005.183  000.019: inits 2
005.521  000.337: init highlight
